,13-Jan-2026
The Nifty witnessed an intraday movement of about 296.5 points.The closing index was 0.22 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 101636.97
, Traded Quantity (in Lakhs), 48038.86
, Number of Trades, 29941951
, Total Market Capitalisation (Rs. Crores), 46576776.68

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,RSWM,EQ,       136.29,                  1239971.22,9076
,RSYSTEMS,EQ,       385.20,                 41847642.60,107600
,RTL,SM,        64.95,                   743600.00,12000
,RTNINDIA,EQ,        38.55,                 34244546.84,883943
,RTNPOWER,EQ,         8.91,                 91256682.74,10209614
,RUBFILA,EQ,        70.86,                   977077.40,13896
,RUBICON,EQ,       677.10,                 98506066.60,146299
,RUBYMILLS,EQ,       209.04,                   303348.70,1449
,RUCHINFRA,EQ,         6.11,                   231493.50,37862
,RUCHIRA,EQ,       117.05,                  2365635.34,20147
,RUDRA,EQ,        24.76,                  1796091.02,74092
,RULKA,SM,       104.95,                    94470.00,900
,RUPA,EQ,       158.72,                  6591870.14,41393
,RUSHIL,EQ,        21.34,                  5505944.53,257342
,RUSTOMJEE,EQ,       495.25,                 13685223.80,27524
,RVHL,EQ,        49.56,                   871953.92,17135
,RVNL,EQ,       330.20,               2360864328.45,7141388
,RVTH,EQ,       701.10,                   201818.10,289
,S&SPOWER,EQ,       280.30,                   604022.90,2098
,SAAKSHI,SM,       174.95,                  1055160.00,6000
,SAATVIKGL,EQ,       399.70,                 41582305.85,104663
,SABAR,ST,         4.70,                    23500.00,5000
,SABEVENTS,BE,        10.64,                    45912.76,4334
,SABTNL,BE,      1954.90,                115976243.60,59464
,SACHEEROME,ST,       378.10,                  4964760.00,13200
,SADBHAV,BE,         8.11,                  1070047.64,130623
,SADBHIN,EQ,         3.63,                   290626.14,80447
,SADHAV,SM,       104.00,                  5220270.00,48600
,SADHNANIQ,EQ,         6.71,                  3393109.77,496858
,SAFARI,EQ,      2123.80,                 47133329.00,22379
,SAFEENTP,SM,       258.50,                  7928325.00,30500
,SAGARDEEP,EQ,        26.88,                   217794.84,7992
,SAGCEM,EQ,       201.76,                  7717158.48,38447
,SAGILITY,EQ,        50.77,                581113373.18,11500149
,SAHAJSOLAR,SM,       160.45,                   256720.00,1600
,SAHANA,SM,       706.25,                  8087750.00,11375
,SAHASRA,SM,       271.40,                  4726300.00,17200
,SAHYADRI,EQ,       250.65,                   378294.15,1516
,SAIFL,SM,        11.30,                   454200.00,40000
,SAIL,EQ,       147.76,               1691557415.34,11414470
,SAILIFE,EQ,       904.80,                197066867.85,219141
,SAJHOTELS,SM,        52.70,                   210800.00,4000
,SAKAR,EQ,       375.15,                  3485227.10,9302
,SAKHTISUG,EQ,        17.88,                  2213409.27,123034
,SAKSOFT,EQ,       186.82,                 16112764.15,86257
,SAKUMA,EQ,         2.06,                  1791002.31,866048
,SALASAR,EQ,         8.50,                 25641825.87,2986204
,SALONA,EQ,       252.55,                   815646.25,3247
,SALSTEEL,BE,        40.18,                  1434083.89,35660
,SALZERELEC,EQ,       619.95,                 27712220.25,44185
,SAMAY,ST,        45.00,                   358000.00,8000
,SAMBHAAV,BE,         8.48,                   112444.76,13247
,SAMBHV,EQ,        89.52,                 86754117.20,966372
,SAMHI,EQ,       186.91,                 71071736.36,380821
,SAMMAANCAP,EQ,       141.99,                832466252.07,5865263
,SAMPANN,EQ,        32.43,                  1573699.50,48002
,SANATHAN,EQ,       430.35,                 11602851.00,27539
,SANCO,BZ,         3.32,                   118019.88,35660
,SANDESH,EQ,      1054.50,                   265731.80,255
,SANDHAR,EQ,       559.15,                 49950533.10,89584
,SANDUMA,EQ,       227.92,                726533365.33,3166305
,SANGAMIND,EQ,       451.65,                  4962702.70,10927
,SANGANI,SM,        48.60,                   145650.00,3000
,SANGHIIND,EQ,        63.38,                 13045050.75,205802
,SANGHVIMOV,EQ,       315.15,                 52633482.55,166987
,SANGINITA,EQ,        11.00,                   386377.09,34561
,SANOFI,EQ,      4077.80,                 32211408.30,7915
,SANOFICONR,EQ,      4232.50,                 27889341.80,6592
,SANSERA,EQ,      1822.60,                194147019.50,106478
,SANSTAR,EQ,        92.82,                 14093881.93,151417
,SANWARIA,BZ,         0.25,                    67279.94,266682
,SAPPHIRE,EQ,       226.65,                 82129733.20,364844
,SARDAEN,EQ,       482.70,                139939092.60,287857
,SAREGAMA,EQ,       351.95,                 60069464.30,170676
,SARLAPOLY,EQ,        85.14,                  4886174.64,57290
,SAROJA,SM,        35.70,                    57120.00,1600
,SARTELE,SM,       240.50,                 10320800.00,42500
,SARVESHWAR,EQ,         4.29,                  9813310.57,2276514
,SASKEN,EQ,      1396.60,                 11418253.40,8141
,SASTASUNDR,EQ,       329.95,                 43136299.80,126510
,SATECH,ST,        50.90,                    50900.00,1000
,SATIA,EQ,        66.92,                  3601826.06,53958
,SATIN,EQ,       150.94,                 15426259.81,103519
,SATIPOLY,SM,        55.00,                    27500.00,500
,SATKARTAR,SM,       139.90,                  1905040.00,13600
,SATTVAENGG,SM,        59.45,                  4117360.00,73600
,SAURASHCEM,EQ,        77.10,                  6726110.31,87670
,SAVY,SM,       150.30,                  7984860.00,52800
,SAWALIYA,SM,       315.70,                 58754070.00,186000
,SBC,EQ,        28.63,                268663656.52,9344495
,SBCL,EQ,       433.50,                 39924366.95,92112
,SBFC,EQ,       101.94,                 55300737.06,543665
,SBGLP,EQ,        35.57,                  1423122.60,40412
,SBIBPB,EQ,        50.50,                  9328241.68,184786
,SBICARD,EQ,       857.85,                662937378.20,776526
,SBIETFCON,EQ,       123.68,                  1098955.54,8878
,SBIETFIT,EQ,       418.84,                  5008572.31,11999
,SBIETFPB,EQ,       291.41,                   473935.24,1629
,SBIETFQLTY,EQ,       230.99,                 13932339.23,60476
,SBILIQETF,EQ,      1022.51,                  1795535.84,1756
,SBINEQWETF,EQ,        33.44,                  1081762.15,32335
,SBISILVER,EQ,       255.14,               1866204831.36,7330579
,SCHAEFFLER,EQ,      3789.50,                228973683.10,60607
,SCHAND,EQ,       161.90,                  2779182.82,17417
,SCHNEIDER,EQ,       629.00,                136073502.15,214487
,SCI,EQ,       211.95,                406103677.84,1908690
,SCILAL,EQ,        46.44,                  9652787.03,207606
,SCML,ST,       134.30,                   405400.00,3000
,SCODATUBES,EQ,       153.96,                 17917704.54,117414
,SCPL,EQ,       301.25,                  2438781.55,8133
,SDBL,EQ,       101.24,                 36848324.38,361337
,SDL26BEES,EQ,       135.73,                100331612.18,739903
,SDREAMS,SM,        81.50,                    81500.00,1000
,SEAMECLTD,EQ,      1032.80,                 39768413.40,38004
,SECMARK,EQ,       111.24,                   240362.47,2136
,SECURKLOUD,BE,        24.60,                   200431.26,8150
,SEJALLTD,BE,       783.80,                  4485384.25,5867
,SEL,SM,       212.00,                  1151770.00,5200
,SELECTIPO,EQ,        44.66,                   456666.96,10240
,SELMC,BE,        29.03,                    69593.82,2364
,SEMAC,EQ,       288.85,                   910246.95,3113
,SENCO,EQ,       336.65,                755247955.30,2218131
,SENORES,EQ,       812.95,                 88500864.10,109350
,SENSEXADD,EQ,        85.72,                    64899.63,759
,SENSEXBETA,EQ,       923.35,                 69215831.58,74942
,SENSEXETF,EQ,        85.67,                  1317482.67,15373
,SENSEXIETF,EQ,       956.43,                 43013432.27,45059
,SEPC,EQ,         9.05,                153696310.93,16977086
,SEQUENT,EQ,       190.05,                 85525879.57,447390
,SERVICE,SM,        46.75,                   561300.00,12000
,SERVOTECH,EQ,        70.70,                 28977885.80,407425
,SESHAPAPER,EQ,       237.33,                  1929423.85,8220
,SETCO,EQ,        14.37,                   655875.80,47458
,SETF10GILT,EQ,       259.43,                  2462552.15,9510
,SETFGOLD,EQ,       120.13,               1437273136.60,11962248
,SETFNIF50,EQ,       275.24,                182143802.11,661987
,SETFNIFBK,EQ,       609.56,                  4193219.95,6882
,SETFNN50,EQ,       728.34,                 33606951.47,46097
,SETUINFRA,BZ,         0.42,                    14296.48,33294
,SEYAIND,BE,        17.25,                    27065.80,1546
,SFL,EQ,       569.65,                 46637419.80,82381
,SFML,SM,        28.20,                   846400.00,30400
,SGBAPR28I,GB,     15982.87,                  3173833.53,199
,SGBAUG27,GB,     16014.34,                  1537560.02,96
,SGBAUG28V,GB,     15708.22,                 16597509.97,1056
,SGBAUG29V,GB,     16548.83,                  6201800.41,379
,SGBAUG30,GB,     16956.06,                  2323422.77,137
,SGBD29VIII,GB,     16180.05,                  2717636.53,168
,SGBDC27VII,GB,     15904.60,                  5632339.11,354
,SGBDE30III,GB,     16949.30,                  4145778.60,245
,SGBDE31III,GB,     17199.26,                 36213893.03,2111
,SGBDEC26,GB,     16099.00,                   224958.00,14
,SGBFEB28IX,GB,     15526.26,                  1154692.30,74
,SGBFEB29XI,GB,     15797.93,                  3494462.21,221
,SGBFEB32IV,GB,     18851.22,                 40786221.64,2168
,SGBJ28VIII,GB,     15848.28,                   695267.86,44
,SGBJAN27,GB,     15499.99,                  1240569.54,80
,SGBJAN29IX,GB,     15801.00,                  1346203.32,85
,SGBJAN29X,GB,     15439.15,                  3639147.50,235
,SGBJAN30IX,GB,     16286.38,                  6229828.09,380
,SGBJU29III,GB,     15579.59,                  4792100.41,308
,SGBJUL27,GB,     15799.00,                   252185.22,16
,SGBJUL28IV,GB,     15357.21,                 12448329.89,808
,SGBJUL29IV,GB,     15587.70,                  3226233.54,207
,SGBJUN28,GB,     15361.17,                  2840294.05,184
,SGBJUN29II,GB,     15706.23,                  2521362.00,160
,SGBJUN30,GB,     16795.45,                  5827164.10,350
,SGBJUN31I,GB,     17018.52,                  8361798.17,492
,SGBMAR28X,GB,     15961.50,                    48901.37,3
,SGBMAR30X,GB,     16383.00,                   755680.30,46
,SGBMAR31IV,GB,     17198.20,                  2218315.11,130
,SGBMAY26,GB,     14547.41,                   173317.77,11
,SGBMAY28,GB,     15355.46,                  7898587.73,513
,SGBMAY29I,GB,     15654.86,                  5168158.60,329
,SGBMR29XII,GB,     15552.69,                  6576081.87,423
,SGBN28VIII,GB,     15741.60,                  5331890.77,338
,SGBNOV26,GB,     15850.00,                   523050.00,33
,SGBNV29VII,GB,     15889.51,                  3372673.50,213
,SGBOC28VII,GB,     15392.53,                  3542861.57,229
,SGBOCT26,GB,     15842.00,                   456738.04,29
,SGBOCT27,GB,     16191.99,                   385562.92,24
,SGBOCT27VI,GB,     15713.57,                  1209441.00,77
,SGBSEP27,GB,     15700.00,                   879301.00,56
,SGBSEP28VI,GB,     15410.63,                  7186794.83,465
,SGBSEP29VI,GB,     15867.18,                  2855304.46,180
,SGBSEP31II,GB,     17009.43,                 26309775.68,1546
,SGFIN,EQ,       404.90,                 22710755.60,55779
,SGIL,EQ,       507.60,                  3223025.75,6300
,SGL,EQ,        12.48,                   127447.61,10280
,SGLTL,EQ,       138.39,                 16720603.35,120861
,SGMART,EQ,       342.25,                 25982103.15,75771
,SHAH,EQ,         5.21,                 17302002.91,3329057
,SHAHALLOYS,EQ,        69.00,                   476742.39,6978
,SHAILY,EQ,      2171.00,                190518144.50,87395
,SHAKTIPUMP,EQ,       720.90,               1365782601.85,1892172
,SHALBY,EQ,       181.56,                 12911418.35,70585
,SHALPAINTS,EQ,        67.90,                  2489937.56,36676
,SHANKARA,EQ,       109.55,                 22769652.12,205537
,SHANTHALA,ST,        31.20,                    37440.00,1200
,SHANTI,EQ,         8.07,                   464271.73,56289
,SHANTIGEAR,EQ,       419.40,                  7041414.15,16718
,SHANTIGOLD,EQ,       210.19,                160794148.03,769135
,SHARDACROP,EQ,       811.00,                127327940.45,157608
,SHARDAMOTR,EQ,       869.40,                222757284.90,253789
,SHAREINDIA,EQ,       149.45,                 60157033.60,396429
,SHARIABEES,EQ,       516.58,                  3119273.83,6050
,SHEEL,SM,        67.05,                  6660400.00,88000
,SHEETAL,SM,       215.50,                  3216300.00,15000
,SHEKHAWATI,EQ,        18.44,                   339043.88,18258
,SHEMAROO,EQ,       102.53,                   471749.50,4534
,SHERA,SM,       128.95,                   257000.00,2000
,SHETHJI,SM,       118.05,                  2121450.00,18000
,SHIGAN,SM,        61.00,                   451275.00,7500
,SHILCTECH,EQ,      3199.40,                242467861.00,73845
,SHILPAMED,EQ,       294.90,                 36651303.95,124293
,SHIVALIK,EQ,       336.15,                 12222920.65,36215
,SHIVAMAUTO,EQ,        22.15,                  1116110.41,50028
,SHIVAMILLS,EQ,        55.19,                   111594.22,2019
,SHIVASHRIT,SM,       126.30,                   505800.00,4000
,SHIVATEX,EQ,       170.16,                   207059.44,1215
,SHIVAUM,EQ,       296.55,                     3889.15,13
,SHK,EQ,       167.50,                 41850638.26,247051
,SHKSIL,SM,        55.40,                   110800.00,2000
,SHOPERSTOP,EQ,       371.60,                  6457137.05,17350
,SHRADHA,EQ,        39.91,                  3604162.13,93075
,SHREDIGCEM,EQ,        91.19,                 14074745.00,154330
,SHREEJISPG,EQ,       366.70,                508132996.85,1383038
,SHREEKARNI,SM,       445.00,                  1133220.00,2550
,SHREEOSFM,SM,        85.00,                   168300.00,2000
,SHREEPUSHK,EQ,       334.85,                 19424666.90,58235
,SHREERAMA,EQ,        60.96,                 10772708.69,173898
,SHREMINVIT,IV,       102.00,                 10200000.00,100000
,SHRENIK,BZ,         0.42,                   212966.31,504356
,SHREYANIND,EQ,       168.86,                  1254629.50,7406
,SHRIAHIMSA,SM,       238.95,                  8222610.00,34800
,SHRIKANHA,SM,        30.85,                  3435920.00,112000
,SHRINGARMS,EQ,       223.56,                168999826.24,753355
,SHRIPISTON,EQ,      3045.80,                153263514.60,49848
,SHRIRAMPPS,EQ,        80.46,                 17788693.86,220314
,SHUBHLAXMI,ST,        32.55,                   878450.00,27000
,SHUBHSHREE,SM,       333.65,                   995580.00,3000
,SHYAMCENT,BE,         6.11,                   393214.61,64381
,SHYAMDHANI,SM,        98.05,                 10715100.00,108000
,SHYAMMETL,EQ,       812.95,                251172086.60,308984
,SHYAMTEL,EQ,        11.76,                    23234.34,1986
,SICALLOG,BE,        89.56,                   131832.32,1472
,SIDDHICOTS,SM,        30.10,                   396900.00,13200
,SIDDHIKA,SM,       204.75,                   809500.00,4000
,SIGACHI,EQ,        28.31,                 66566654.21,2340605
,SIGIND,EQ,        48.72,                  1279456.38,25858
,SIGMA,EQ,        61.00,                 38214808.70,628875
,SIGNATURE,EQ,       947.60,                515687156.00,546596
,SIGNPOST,EQ,       198.57,                 12366364.96,61576
,SIKKO,BE,         4.17,                   962826.15,229282
,SIL,EQ,        15.25,                   219477.23,14338
,SILGO,EQ,        71.15,                 18780888.49,261973
,SILINV,EQ,       478.10,                   874997.25,1825
,SILKFLEX,SM,        96.35,                   777900.00,8000
,SILLYMONKS,BE,        20.44,                   495671.02,24882
,SILVER,EQ,       260.23,               1568662438.13,6046857
,SILVER1,EQ,       253.51,               1063445006.87,4205140
,SILVER360,EQ,       254.51,                 59146194.52,232448
,SILVERADD,EQ,       250.84,                420256860.79,1676886
,SILVERAG,EQ,       254.27,                248807796.84,982506
,SILVERBEES,EQ,       249.51,              30462779990.24,122480487
,SILVERBETA,EQ,       252.15,                960434032.76,3822625
,SILVERBND,EQ,       262.62,                 28931004.36,111523
,SILVERCASE,EQ,        26.48,               1182202248.62,44783988
,SILVERIETF,EQ,       260.75,               4733818909.29,18230776
,SILVERTUC,EQ,      1510.60,                476760770.00,312213
,SIMBHALS,BZ,         9.75,                    37057.64,3782
,SIMPLEXINF,EQ,       239.43,                  8336273.59,34750
,SINCLAIR,EQ,        81.76,                  2075987.51,25404
,SINDHUTRAD,EQ,        18.90,                  5750592.90,301624
,SINTERCOM,EQ,       100.20,                    97775.34,976
,SIRCA,EQ,       479.00,                 96971589.20,203171
,SIS,EQ,       334.80,                 43978719.15,131212
,SITINET,BZ,         0.36,                   185722.48,514627
,SIYSIL,EQ,       610.30,                 24728471.45,41130
,SJLOGISTIC,SM,       328.45,                  5826250.00,17500
,SJS,EQ,      1719.60,                222825918.50,130319
,SJVN,EQ,        79.42,                565017767.20,7059809
,SKFINDIA,EQ,      1875.40,                262944164.40,140168
,SKFINDUS,EQ,      2673.80,                 58287747.60,21781
,SKIPPER,EQ,       398.65,                108443245.65,272380
,SKMEGGPROD,EQ,       171.45,                155975462.20,919308
,SKP,SM,       163.50,                   991550.00,6000
,SKYGOLD,EQ,       330.05,                 93948221.75,285059
,SMALL250,EQ,        16.20,                  3955850.30,245140
,SMALLADD,EQ,        16.23,                    35116.38,2171
,SMALLCAP,EQ,        42.90,                 68933296.45,1613168
,SMARTEN,SM,        67.95,                   732180.00,10800
,SMARTLINK,EQ,       125.92,                   279485.79,2235
,SMARTWORKS,EQ,       475.30,                 66311035.35,140334
,SMCGLOBAL,EQ,        84.23,                 66414875.42,783198
,SML100CASE,EQ,         9.78,                  6534971.72,670338
,SMLMAH,EQ,      4246.50,                260946263.10,61167
,SMLT,EQ,        78.81,                  1031464.05,13077
,SMSPHARMA,EQ,       338.75,                 88357477.10,258289
,SNEHAA,SM,        50.15,                  1415250.00,28000
,SNOWMAN,EQ,        38.81,                  6477745.10,165483
,SNXT30BEES,EQ,        40.85,                   179881.38,4407
,SNXT50BETA,EQ,        93.82,                    82651.72,882
,SOBHA,EQ,      1532.80,                140500307.00,91551
,SOCL,SM,        37.25,                   774800.00,20800
,SOFTTECH,EQ,       296.80,                   524888.15,1748
,SOLARA,EQ,       565.40,                 55829841.00,99490
,SOLARAPP1,E1,       382.05,                    76820.90,201
,SOLARWORLD,EQ,       275.95,                 44429290.30,162567
,SOLEX,EQ,      1118.60,                 42268497.80,37341
,SOMANYCERA,EQ,       415.95,                 13994440.80,33642
,SOMATEX,BE,       120.02,                   112338.72,936
,SOMICONVEY,EQ,       118.67,                  3629474.57,29454
,SONACOMS,EQ,       457.05,                533580337.10,1165172
,SONAMAC,SM,        40.75,                    40750.00,1000
,SONAMLTD,EQ,        40.14,                   339364.17,8417
,SONATSOFTW,EQ,       351.55,                 81334550.90,232521
,SONUINFRA,SM,        77.00,                   810000.00,10500
,SOTAC,SM,       106.50,                   127800.00,1200
,SOTL,EQ,       360.80,                  2632633.10,7318
,SOUTHBANK,EQ,        40.47,                750394134.23,18509968
,SOUTHWEST,BE,       178.63,                 11372399.04,65580
,SPAL,EQ,       671.55,                  7036097.05,10613
,SPANDANA,EQ,       240.25,                 54584548.60,226566
,SPARC,EQ,       135.85,                 75705543.23,555438
,SPCENET,BE,         5.96,                  1744654.19,290178
,SPCL,SM,        93.10,                  2521050.00,27000
,SPECIALITY,EQ,       108.41,                  6532525.54,59890
,SPECTRUM,EQ,      1084.20,                  2801449.80,2539
,SPECTSTM,SM,        72.90,                  1935840.00,26400
,SPENCERS,EQ,        38.35,                  2016312.29,53630
,SPIC,EQ,        78.24,                 17445638.07,223162
,SPLIL,EQ,        30.90,                  1184093.15,38400
,SPLPETRO,EQ,       563.30,                  9106891.95,16174
,SPMLINFRA,EQ,       163.73,                 25609982.52,155102
,SPORTKING,EQ,        85.00,                  5610265.72,65367
,SPPPOLY,SM,        15.20,                    60900.00,4000
,SPRL,ST,       150.80,                  1321840.00,9600
,SPUNWEB,SM,       125.05,                  5244060.00,42000
,SRD,EQ,        62.12,                  1644680.64,26401
,SREEL,EQ,       216.33,                   365062.62,1692
,SRF,EQ,      3039.60,                537027401.90,176473
,SRGHFL,EQ,       268.25,                   263310.30,978
,SRHHYPOLTD,EQ,       483.75,                  2426415.95,5006
,SRIVASAVI,SM,        48.15,                   285350.00,6000
,SRM,EQ,       484.15,                 37307785.80,76856
,SRPL,BZ,         0.64,                   154640.48,242032
,SSDL,EQ,        72.66,                   944401.80,12870
,SSEGL,SM,       412.60,                 17598320.00,42400
,SSFL,SM,       119.00,                  1074500.00,9000
,SSFLPP,E1,       124.80,                  7968466.45,63128
,SSWL,EQ,       201.01,                 25322697.95,127175
,STALLION,BE,       205.80,                 41558041.95,200791
,STANLEY,EQ,       192.93,                 14700727.36,76224
,STAR,EQ,       926.50,                255793707.30,275230
,STARCEMENT,EQ,       214.33,                 38645894.63,180423
,STARHEALTH,EQ,       449.20,                648545434.70,1451562
,STARPAPER,EQ,       161.63,                   728527.99,4524
,STARTECK,EQ,       272.15,                  3241564.35,11774
,STCINDIA,EQ,       125.84,                  9009020.69,71054
,STEELCAS,EQ,       203.44,                  7534953.67,36799
,STEELCITY,EQ,        90.63,                   204925.25,2265
,STEELXIND,EQ,         8.75,                  6021795.60,686309
,STEL,EQ,       434.35,                  1514847.30,3435
,STERTOOLS,EQ,       253.50,                  4372735.75,17224
,STLNETWORK,EQ,        21.04,                  9370268.27,443196
,STLTECH,EQ,        92.91,                 87315765.33,936202
,STOVEKRAFT,EQ,       548.95,                 27496486.60,49548
,STUDDS,EQ,       532.95,                 26779409.75,50655
,STUDIOLSD,SM,        12.20,                   788200.00,66000
,STYL,EQ,       276.10,                 18934592.35,69208
,STYLAMIND,EQ,      2188.60,                 53714340.50,24536
,STYLEBAAZA,EQ,       255.40,                167060856.40,658717
,STYRENIX,EQ,      1927.60,                 42444739.70,21739
,SUBAHOTELS,SM,       128.70,                  6632160.00,51600
,SUBEXLTD,EQ,        10.40,                 11133936.43,1063310
,SUBROS,EQ,       830.05,                 30103565.90,36081
,SUDARSCHEM,EQ,       913.60,                 86117751.80,94031
,SUDEEPPHRM,EQ,       621.40,               1223518331.65,1985288
,SUKHJITS,EQ,       177.80,                  3407936.42,19182
,SULA,EQ,       195.69,                 69440454.27,353356
,SUMEETINDS,EQ,        28.45,                  2489149.59,88015
,SUMICHEM,EQ,       441.90,                 60536057.25,137664
,SUMIT,EQ,        55.96,                  5234015.39,92405
,SUMMITSEC,EQ,      1810.40,                  5620400.40,3098
,SUNCLAY,EQ,      1241.90,                  9785840.00,7888
,SUNDARAM,EQ,         1.77,                   933480.93,530330
,SUNDARMFIN,EQ,      5164.00,                176288211.00,33845
,SUNDRMBRAK,EQ,       648.05,                   585091.60,906
,SUNDRMFAST,EQ,       928.25,                 44348917.75,47702
,SUNDROP,EQ,       672.80,                 13124527.80,19277
,SUNFLAG,EQ,       256.95,                 35409877.65,138987
,SUNLITE,ST,       376.95,                  6182850.00,16800
,SUNREST,SM,        35.00,                   281440.00,8000
,SUNTECH,SM,        41.00,                   449600.00,11200
,SUNTECK,EQ,       420.50,                 77444008.80,184324
,SUNTV,EQ,       557.00,                 46522312.35,83318
,SUPERHOUSE,EQ,       139.02,                   432637.65,3089
,SUPERSPIN,EQ,         8.00,                   424055.43,53120
,SUPRAJIT,EQ,       458.95,                 70642191.80,153580
,SUPREME,EQ,        62.66,                   824734.84,13098
,SUPREMEIND,EQ,      3464.80,                711618447.90,205745
,SUPREMEINF,BZ,        84.29,                  2111997.55,25319
,SUPREMEPWR,SM,       173.10,                  6633750.00,38500
,SUPRIYA,EQ,       738.60,                 54432435.70,73839
,SURAJEST,EQ,       236.05,                 20413074.05,86765
,SURAJLTD,EQ,       241.00,                     8861.02,37
,SURAKSHA,EQ,       267.25,                  6716442.80,24971
,SURANASOL,EQ,        26.04,                   674593.05,25867
,SURANAT&P,EQ,        19.36,                  1713476.65,88028
,SURANI,SM,        54.85,                   297200.00,5400
,SURYALAXMI,EQ,        56.99,                   694672.24,12282
,SURYAROSNI,EQ,       265.55,                 39207910.85,146971
,SURYODAY,EQ,       139.66,                 14718101.48,104282
,SUTLEJTEX,EQ,        28.94,                   419452.94,14465
,SUVEN,EQ,       153.12,                 44600058.42,288421
,SUVIDHAA,EQ,         3.47,                   149015.84,42754
,SUYOG,EQ,       555.40,                 14047163.05,25139
,SUZLON,EQ,        48.69,               3661555260.63,75354673
,SVLL,EQ,       665.00,                   343598.55,519
,SVPGLOB,BE,         3.63,                   195457.34,53088
,SWANCORP,EQ,       421.20,                413273317.75,984354
,SWARAJ,ST,       239.10,                  4872150.00,20500
,SWARAJENG,EQ,      3601.70,                 22241381.00,6173
,SWASTIK,SM,        24.05,                   112140.00,4800
,SWELECTES,EQ,       584.00,                  9465467.85,16020
,SWIGGY,EQ,       350.35,               3769442909.60,10758860
,SWSOLAR,EQ,       202.63,                325320969.39,1617150
,SYMPHONY,EQ,       905.15,                 38026707.80,42071
,SYNCOMF,EQ,        13.02,                 12123569.60,926811
,SYNGENE,EQ,       630.10,                336319293.30,536398
,SYNOPTICS,SM,        55.50,                   132600.00,2400
,SYRMA,EQ,       705.20,                425753523.25,605387
,SYSTANGO,ST,       298.30,                  2811500.00,9600
,SYSTMTXC,EQ,       105.96,                 28112819.01,263534
,TAC,SM,       699.70,                 20407740.00,29200
,TAINWALCHM,EQ,       180.05,                   392630.74,2181
,TAJGVK,EQ,       411.35,                 51327572.25,124850
,TAKE,BE,        43.73,                 36384005.08,843371
,TALBROAUTO,EQ,       266.30,                  6886009.60,25888
,TANLA,EQ,       498.05,                132444356.20,264278
,TAPIFRUIT,SM,        62.00,                    46500.00,750
,TARACHAND,EQ,        73.10,                  4281483.86,58173
,TARAPUR,BE,        26.78,                   798284.53,29744
,TARC,EQ,       174.97,                180747121.07,1023127
,TARIL,EQ,       271.30,               1294725242.60,4785544
,TARMAT,EQ,        54.03,                 20041498.91,381664
,TARSONS,EQ,       216.81,                  8879221.22,40760
,TASTYBITE,EQ,      7701.50,                  6929420.00,906
,TATACAP,EQ,       348.65,                798892723.55,2272648
,TATACHEM,EQ,       762.80,                213917738.00,281800
,TATACOMM,EQ,      1738.60,                123285654.30,70975
,TATAELXSI,EQ,      5793.00,               2218704944.50,384976
,TATAGOLD,EQ,        13.66,               1292728093.43,94506792
,TATAINVEST,EQ,       669.10,                233516104.75,346164
,TATATECH,EQ,       660.25,                544755854.45,830857
,TATSILV,EQ,        25.33,               6416743147.57,254156494
,TATVA,EQ,      1335.10,                 90287721.90,68144
,TAURIAN,SM,       242.15,                 17491880.00,72000
,TBI,SM,        82.90,                  1048680.00,12600
,TBOTEK,EQ,      1536.40,                 57832420.90,37899
,TBZ,EQ,       164.61,                108593115.24,652542
,TCHF30,NB,      1050.00,                   182340.00,175
,TCI,EQ,      1061.60,                 13370878.60,12652
,TCIEXP,EQ,       531.85,                  6829125.65,12832
,TCIFINANCE,BE,        31.41,                   258629.94,8234
,TCL,SM,        93.00,                   304200.00,3200
,TCPLPACK,EQ,      2831.60,                  3473874.80,1219
,TDPOWERSYS,EQ,       687.30,                435481634.45,643949
,TEAMGTY,EQ,       286.00,                   145149.45,506
,TEAMLEASE,EQ,      1484.20,                 23642289.00,15870
,TECH,EQ,        41.04,                   312974.64,7646
,TECHD,ST,       621.20,                  8873550.00,14400
,TECHERA,ST,       198.65,                  3350960.00,16800
,TECHLABS,SM,       295.45,                  2862543.75,9625
,TECHNOE,EQ,       989.00,                169636426.10,171069
,TECILCHEM,EQ,        17.20,                    31442.38,1879
,TEGA,EQ,      1878.10,                159060024.90,84505
,TEJASCARGO,SM,       300.00,                  2197360.00,7200
,TEJASNET,EQ,       375.50,               3746357391.10,9724008
,TEMBO,EQ,       577.25,                 40617506.65,69249
,TENNIND,EQ,       534.75,                379182551.25,711867
,TERASOFT,BE,       407.65,                  6140702.40,15601
,TEXINFRA,EQ,        99.93,                  6941421.98,69401
,TEXMOPIPES,EQ,        45.89,                  1206647.14,26260
,TEXRAIL,EQ,       124.57,                154381849.91,1227730
,TFCILTD,EQ,        62.34,                400785699.29,6342412
,TFL,EQ,        15.66,                   328098.88,20776
,TGBHOTELS,EQ,         9.68,                    82821.77,8652
,TGL,ST,        68.80,                   233920.00,3400
,THANGAMAYL,EQ,      3746.60,                453595096.40,122401
,THEINVEST,EQ,       116.14,                   344208.34,2950
,THEJO,EQ,      1790.70,                 30299712.70,16881
,THELEELA,EQ,       439.60,                150938102.70,342464
,THEMISMED,EQ,        95.42,                  4309242.33,44856
,THERMAX,EQ,      2964.20,                190839763.20,64500
